System Number	$b	$j
015115726	HMNTS	lsidyv38bd00ea
015115727	HMNTS	lsidyv38bd0c02
015115728	HMNTS	lsidyv38bdfa4b
015115729	HMNTS	lsidyv38c4531d
015115730	HMNTS	lsidyv38bb0dde
015115731	HMNTS	lsidyv38c55cc3
015115732	HMNTS	lsidyv38bd5cf7
015115733	HMNTS	lsidyv38ba8c3a
015115734	HMNTS	lsidyv38bfc047
015115735	HMNTS	lsidyv38bb64c3
015115736	HMNTS	lsidyv38d5f5bc
015115737	HMNTS	lsidyv38c25f96
015115738	HMNTS	lsidyv38c9530c
015115739	HMNTS	lsidyv38bdea49
015115740	HMNTS	lsidyv38c3ff37
015115741	HMNTS	lsidyv38bed966
015115742	HMNTS	lsidyv38c2d05a
015115743	HMNTS	lsidyv38bd6c56
015115744	HMNTS	lsidyv38c57106
015115745	HMNTS	lsidyv38c41b95
015115746	HMNTS	lsidyv38c1d1bf
015115747	HMNTS	lsidyv38bf4f7c
015115748	HMNTS	lsidyv38c359f8
015115749	HMNTS	lsidyv38bd8b30
015115750	HMNTS	lsidyv38bb3e4c
015115751	HMNTS	lsidyv38be113c
015115752	HMNTS	lsidyv38c59c63
015115753	HMNTS	lsidyv38c7abcf
015115754	HMNTS	lsidyv38c554a8
015115755	HMNTS	lsidyv38c7870b
015115756	HMNTS	lsidyv38c5f3a5
015115757	HMNTS	lsidyv38c86634
015115758	HMNTS	lsidyv38ca8a61
015115759	HMNTS	lsidyv38baa724
015115760	HMNTS	lsidyv38d25ada
015115761	HMNTS	lsidyv38c0a41c
015115762	HMNTS	lsidyv38ba9420
015115763	HMNTS	lsidyv38caf4e4
015115764	HMNTS	lsidyv38bab207
015115765	HMNTS	lsidyv38c30dbd
015115766	HMNTS	lsidyv38bb5eac
015115767	HMNTS	lsidyv38c253d5
015115768	HMNTS	lsidyv38ba9c8a
015115769	HMNTS	lsidyv38bac322
015115770	HMNTS	lsidyv38bafe76
015115771	HMNTS	lsidyv38c8e9e6
015115772	HMNTS	lsidyv38bd5158
015115773	HMNTS	lsidyv38c7f8f7
015115774	HMNTS	lsidyv38c0d831
015115775	HMNTS	lsidyv38c09a23
015115776	HMNTS	lsidyv38beabba
015115777	HMNTS	lsidyv38c0f79e
015115778	HMNTS	lsidyv38c070c4
015115779	HMNTS	lsidyv38c130ca
015115780	HMNTS	lsidyv38c76ba9
015115781	HMNTS	lsidyv38c5a607
015115782	HMNTS	lsidyv38babeb5
015115783	HMNTS	lsidyv38bac002
015115784	HMNTS	lsidyv38ba8ac4
015115785	HMNTS	lsidyv38c036c4
015115786	HMNTS	lsidyv38bc74c4
015115787	HMNTS	lsidyv38c5eba4
015115788	HMNTS	lsidyv38bf44a9
015115789	HMNTS	lsidyv38bc8348
015115790	HMNTS	lsidyv38c77ade
015115791	HMNTS	lsidyv38c5d2b8
015115792	HMNTS	lsidyv38c6df0f
015115793	HMNTS	lsidyv38bc4156
015115794	HMNTS	lsidyv38c482e5
015115795	HMNTS	lsidyv38c2cca9
015115796	HMNTS	lsidyv38bad52b
015115797	HMNTS	lsidyv38bc4dcd
015115798	HMNTS	lsidyv38bc563a
015115799	HMNTS	lsidyv38c31965
015115800	HMNTS	lsidyv38c6bebf
015115801	HMNTS	lsidyv38bae491
015115802	HMNTS	lsidyv38c82194
015115803	HMNTS	lsidyv38bac265
015115804	HMNTS	lsidyv38c816c3
015115805	HMNTS	lsidyv38c26cd6
015115806	HMNTS	lsidyv38ba89f2
015115807	HMNTS	lsidyv38bbdc49
015115808	HMNTS	lsidyv38bc4303
015115809	HMNTS	lsidyv38be95c5
015115810	HMNTS	lsidyv38c9ad09
015115811	HMNTS	lsidyv38c65a53
015115812	HMNTS	lsidyv38c26955
015115813	HMNTS	lsidyv38be1265
015115814	HMNTS	lsidyv38bf19d2
015115815	HMNTS	lsidyv38caaad7
015115816	HMNTS	lsidyv38bb1f0f
015115817	HMNTS	lsidyv38bd818e
015115818	HMNTS	lsidyv38c7ecd4
015115819	HMNTS	lsidyv38c08e78
015115820	HMNTS	lsidyv38bef244
015115821	HMNTS	lsidyv38ba8f46
015115822	HMNTS	lsidyv38ba91b3
015115823	HMNTS	lsidyv38c6e014
015115824	HMNTS	lsidyv38c887a5
015115825	HMNTS	lsidyv38bbee07
015115826	HMNTS	lsidyv38bd6d94
015115827	HMNTS	lsidyv38c63ba8
015115828	HMNTS	lsidyv38c5383b
015115829	HMNTS	lsidyv38c75995
015115830	HMNTS	lsidyv38c608da
015115831	HMNTS	lsidyv38bbb9f7
015105808	HMNTS	lsidyv3898528a
015105809	HMNTS	lsidyv38858b95
015105810	HMNTS	lsidyv38851800
015105811	HMNTS	lsidyv388a1d39
015105812	HMNTS	lsidyv38a5617f
015105813	HMNTS	lsidyv3e4c0dc6
015105814	HMNTS	lsidyv38966fbf
015105815	HMNTS	lsidyv38a87896
015105816	HMNTS	lsidyv38845da4
015105817	HMNTS	lsidyv388390b4
015105818	HMNTS	lsidyv3890217f
015105819	HMNTS	lsidyv3e4d8666
015105820	HMNTS	lsidyv38b0b046
015105821	HMNTS	lsidyv389043ef
015105822	HMNTS	lsidyv388e95bc
015105823	HMNTS	lsidyv388eafec
015105824	HMNTS	lsidyv38873805
015105825	HMNTS	lsidyv3896c874
015105826	HMNTS	lsidyv3897d45d
015105827	HMNTS	lsidyv38cd2231
015105828	HMNTS	lsidyv38846c17
015105829	HMNTS	lsidyv38cf89b4
015105830	HMNTS	lsidyv38cddf10
015105831	HMNTS	lsidyv38ce1e44
015105832	HMNTS	lsidyv388c3722
015105833	HMNTS	lsidyv38972743
015105834	HMNTS	lsidyv3e536cd2
015105835	HMNTS	lsidyv38844f71
015105836	HMNTS	lsidyv38843781
015105837	HMNTS	lsidyv3896fee3
015105838	HMNTS	lsidyv388491e5
015105839	HMNTS	lsidyv388d686e
015105840	HMNTS	lsidyv3884bed2
015105841	HMNTS	lsidyv3896d528
015105842	HMNTS	lsidyv38837d49
015105843	HMNTS	lsidyv38969f25
015105844	HMNTS	lsidyv3896a46a
015105845	HMNTS	lsidyv38a3a735
015105846	HMNTS	lsidyv38882921
015105847	HMNTS	lsidyv388e3f56
015105848	HMNTS	lsidyv3882726b
015105849	HMNTS	lsidyv3882f62f
015105850	HMNTS	lsidyv38a45c51
015105851	HMNTS	lsidyv3890a9c4
015105852	HMNTS	lsidyv3896436a
015105853	HMNTS	lsidyv385ac430
015105854	HMNTS	lsidyv3e526064
015105855	HMNTS	lsidyv3883dbd6
015105856	HMNTS	lsidyv38833d58
015105857	HMNTS	lsidyv38829daf
015105858	HMNTS	lsidyv38926f1e
015105859	HMNTS	lsidyv3896d86d
015105860	HMNTS	lsidyv38a7144a
015105861	HMNTS	lsidyv38930ce1
015105862	HMNTS	lsidyv38a713d5
015105863	HMNTS	lsidyv389348ba
015105864	HMNTS	lsidyv38ac6b2a
015105865	HMNTS	lsidyv38838efb
015105866	HMNTS	lsidyv38cbfac2
015105867	HMNTS	lsidyv38a5a48b
015105868	HMNTS	lsidyv388b14a9
015105869	HMNTS	lsidyv3892c1c8
015105870	HMNTS	lsidyv3892581e
015105871	HMNTS	lsidyv38a8da2e
015105872	HMNTS	lsidyv388481bc
015105873	HMNTS	lsidyv38894c07
015105874	HMNTS	lsidyv3882fdfd
015105875	HMNTS	lsidyv388fb37c
015105876	HMNTS	lsidyv38aadfaf
015105877	HMNTS	lsidyv38a628bb
015105878	HMNTS	lsidyv388c83b0
015105879	HMNTS	lsidyv388c64a9
015105880	HMNTS	lsidyv38a51fb7
015105881	HMNTS	lsidyv38a583dd
015105883	HMNTS	lsidyv38abdeec
015105884	HMNTS	lsidyv38847ddb
015105885	HMNTS	lsidyv38cd8521
015105886	HMNTS	lsidyv3892cdf7
015105887	HMNTS	lsidyv3892f74c
015105888	HMNTS	lsidyv38c4e9bf
015105889	HMNTS	lsidyv389087db
015105890	HMNTS	lsidyv3e53ba31
015105891	HMNTS	lsidyv38a80310
015105892	HMNTS	lsidyv38b6c7a5
015105893	HMNTS	lsidyv388c8fa9
015105894	HMNTS	lsidyv38abf5c5
015105896	HMNTS	lsidyv389640e3
015105897	HMNTS	lsidyv38acc237
015105898	HMNTS	lsidyv38a85910
015105899	HMNTS	lsidyv38966477
015105900	HMNTS	lsidyv38ab890f
015105901	HMNTS	lsidyv38964940
015105902	HMNTS	lsidyv38916d10
015105903	HMNTS	lsidyv388fa83f
015105904	HMNTS	lsidyv3886687d
015105905	HMNTS	lsidyv3889346d
015105906	HMNTS	lsidyv38a81645
015105907	HMNTS	lsidyv3888abc2
015105908	HMNTS	lsidyv3884e4fe
015105909	HMNTS	lsidyv3e4d3375
015105911	HMNTS	lsidyv3884ae61
015105912	HMNTS	lsidyv388ca792
015105913	HMNTS	lsidyv38a48a75
015105914	HMNTS	lsidyv38839d34
015105915	HMNTS	lsidyv38937f90
015105916	HMNTS	lsidyv3882ce8e
015105917	HMNTS	lsidyv3882c4e1
015105918	HMNTS	lsidyv38af4b88
015105919	HMNTS	lsidyv3897d981
015105920	HMNTS	lsidyv3e4da479
015105921	HMNTS	lsidyv2aeab0fa
015105922	HMNTS	lsidyv3e4cfbc9
015105923	HMNTS	lsidyv38abb76f
015105924	HMNTS	lsidyv38a5d3f1
015105925	HMNTS	lsidyv389895bc
015105926	HMNTS	lsidyv3897450c
015105927	HMNTS	lsidyv388466fe
015105928	HMNTS	lsidyv3885368d
015105929	HMNTS	lsidyv38aa9e57
015105930	HMNTS	lsidyv38abccf9
015105931	HMNTS	lsidyv38ad098f
015105932	HMNTS	lsidyv38a7c0d4
015105933	HMNTS	lsidyv38acdf28
015105934	HMNTS	lsidyv38ac5b9e
015105935	HMNTS	lsidyv38939c15
015105936	HMNTS	lsidyv38864be0
015105937	HMNTS	lsidyv3893b4d1
015105938	HMNTS	lsidyv38ab34d6
015105939	HMNTS	lsidyv3882f048
015105940	HMNTS	lsidyv388ed011
015105941	HMNTS	lsidyv38a71935
015105942	HMNTS	lsidyv38ade64d
015105943	HMNTS	lsidyv388feac4
015105944	HMNTS	lsidyv38cd0f69
015105945	HMNTS	lsidyv38a5ca70
015105946	HMNTS	lsidyv38896f7e
015105947	HMNTS	lsidyv38ce6ab1
015105949	HMNTS	lsidyv388269cf
015105950	HMNTS	lsidyv3886fbbc
015105951	HMNTS	lsidyv38acde0b
015105952	HMNTS	lsidyv38ab77e8
015105953	HMNTS	lsidyv38935d81
015105954	HMNTS	lsidyv38a58b50
015105955	HMNTS	lsidyv38829926
015105956	HMNTS	lsidyv3896f4eb
015105957	HMNTS	lsidyv388a21d0
015105958	HMNTS	lsidyv38c378ed
015105959	HMNTS	lsidyv389089d0
015105960	HMNTS	lsidyv38975bf8
015105961	HMNTS	lsidyv3883fe01
015105962	HMNTS	lsidyv388ca85b
015105963	HMNTS	lsidyv38ae3aad
015105964	HMNTS	lsidyv38862e74
015105965	HMNTS	lsidyv388c8d57
015105966	HMNTS	lsidyv3893cbe9
015105967	HMNTS	lsidyv388cb221
015105968	HMNTS	lsidyv38a51dfe
015105969	HMNTS	lsidyv38a4d06c
015105970	HMNTS	lsidyv38c1e41c
015105971	HMNTS	lsidyv38aeb9ea
015105972	HMNTS	lsidyv38abac78
015105973	HMNTS	lsidyv38abe591
015105974	HMNTS	lsidyv38989e95
015105975	HMNTS	lsidyv3887e207
015105976	HMNTS	lsidyv38a3f904
015105977	HMNTS	lsidyv38a61c22
015105978	HMNTS	lsidyv389525ed
015105979	HMNTS	lsidyv38c3bb38
015105980	HMNTS	lsidyv38a61019
015105981	HMNTS	lsidyv38945077
015105982	HMNTS	lsidyv38ac8a1f
015105983	HMNTS	lsidyv3882c0a0
015105984	HMNTS	lsidyv3895bb32
015105985	HMNTS	lsidyv3891afbe
015105986	HMNTS	lsidyv38cff4b3
015105987	HMNTS	lsidyv38a65547
015105988	HMNTS	lsidyv3897b248
015105989	HMNTS	lsidyv3897e745
015105990	HMNTS	lsidyv38969afc
015105991	HMNTS	lsidyv389386c5
015105992	HMNTS	lsidyv3886d77b
015105993	HMNTS	lsidyv388ae3cf
015105994	HMNTS	lsidyv3885b11a
015105995	HMNTS	lsidyv3893e515
015105996	HMNTS	lsidyv3e4e2398
015105997	HMNTS	lsidyv38ad2914
015105998	HMNTS	lsidyv3895b538
015105999	HMNTS	lsidyv38a57a44
015106000	HMNTS	lsidyv38a83299
015106001	HMNTS	lsidyv38a676a3
015106002	HMNTS	lsidyv389818cc
015106003	HMNTS	lsidyv388909ca
015106004	HMNTS	lsidyv38b0d9a3
015106005	HMNTS	lsidyv3890aa8d
015106006	HMNTS	lsidyv388a96f7
015106007	HMNTS	lsidyv388a6e96
015106008	HMNTS	lsidyv388cdcd7
015106009	HMNTS	lsidyv3882aa8a
015106010	HMNTS	lsidyv3888e86e
015106011	HMNTS	lsidyv388edc7a
015106012	HMNTS	lsidyv38af31f7
015106013	HMNTS	lsidyv388ca199
015106014	HMNTS	lsidyv38ad3357
015106015	HMNTS	lsidyv38a59cd2
015106016	HMNTS	lsidyv38931d21
015106017	HMNTS	lsidyv38d06afd
015106018	HMNTS	lsidyv38924d0f
015106019	HMNTS	lsidyv3894822b
015106020	HMNTS	lsidyv3882a5f5
015106021	HMNTS	lsidyv38aef87e
015106022	HMNTS	lsidyv3890990b
015106023	HMNTS	lsidyv38ae9ced
015106024	HMNTS	lsidyv389650ad
015106025	HMNTS	lsidyv38a4ad27
015106026	HMNTS	lsidyv389174ae
015106027	HMNTS	lsidyv38aea416
015106028	HMNTS	lsidyv38a3e57c
015106029	HMNTS	lsidyv3e4c23a1
015106030	HMNTS	lsidyv38933d1b
015106031	HMNTS	lsidyv388460e9
015106032	HMNTS	lsidyv3896401a
015106033	HMNTS	lsidyv38a73dbb
015106034	HMNTS	lsidyv38831002
015106035	HMNTS	lsidyv38956109
015106036	HMNTS	lsidyv3896e913
015106037	HMNTS	lsidyv38ad0155
015106038	HMNTS	lsidyv38bd8f89
015106039	HMNTS	lsidyv38c75c28
015106040	HMNTS	lsidyv3896a29c
015106041	HMNTS	lsidyv38825712
015106042	HMNTS	lsidyv3882626d
015106043	HMNTS	lsidyv3891cbfb
015106044	HMNTS	lsidyv38ab9770
015106045	HMNTS	lsidyv3887bd5a
015106046	HMNTS	lsidyv38acadc8
015106047	HMNTS	lsidyv3891423d
015106048	HMNTS	lsidyv3891512e
015106049	HMNTS	lsidyv389936c3
015106050	HMNTS	lsidyv389d7368
015106051	HMNTS	lsidyv388b304d
015106052	HMNTS	lsidyv2b0f0fc8
015106053	HMNTS	lsidyv38978905
015106055	HMNTS	lsidyv388da80d
015106056	HMNTS	lsidyv388c3fcd
015106057	HMNTS	lsidyv388c8bdd
015106058	HMNTS	lsidyv388c782e
015106059	HMNTS	lsidyv3882c62e
015106060	HMNTS	lsidyv3886bae7
015106061	HMNTS	lsidyv3897920d
015106062	HMNTS	lsidyv38932bed
015106063	HMNTS	lsidyv3896822e
015106064	HMNTS	lsidyv38973273
015106065	HMNTS	lsidyv38965b7b
015106066	HMNTS	lsidyv3892321f
015106067	HMNTS	lsidyv38a6910f
015106068	HMNTS	lsidyv3882d72b
015106069	HMNTS	lsidyv38aca50f
015106070	HMNTS	lsidyv38a63262
015106071	HMNTS	lsidyv38c3d4af
015106072	HMNTS	lsidyv388260e4
015106073	HMNTS	lsidyv3890b875
015106074	HMNTS	lsidyv38a3e0b7
015106075	HMNTS	lsidyv389644ff
015106076	HMNTS	lsidyv3883dfe7
015106077	HMNTS	lsidyv38ac78b0
015106078	HMNTS	lsidyv3886055f
015106079	HMNTS	lsidyv389929fa
015106080	HMNTS	lsidyv38ae50b1
015106081	HMNTS	lsidyv3882682e
015106082	HMNTS	lsidyv388c5805
015106083	HMNTS	lsidyv3884db96
015106084	HMNTS	lsidyv38972e0c
015106085	HMNTS	lsidyv3e4dc2a2
015106086	HMNTS	lsidyv38835adc
015106087	HMNTS	lsidyv3897c330
015106088	HMNTS	lsidyv38a56d1e
015106089	HMNTS	lsidyv38828766
015106090	HMNTS	lsidyv38ac16e2
015106091	HMNTS	lsidyv38967d7d
015106092	HMNTS	lsidyv3882ba2b
015106093	HMNTS	lsidyv38895aee
015106094	HMNTS	lsidyv38871b2c
015106095	HMNTS	lsidyv3882a46c
015106096	HMNTS	lsidyv38c2be60
015106097	HMNTS	lsidyv388c76b1
015106098	HMNTS	lsidyv3897dc4e
015106099	HMNTS	lsidyv3895a891
015106100	HMNTS	lsidyv38a4a15a
015106101	HMNTS	lsidyv3896e721
015106102	HMNTS	lsidyv38967835
015106103	HMNTS	lsidyv38ae7df8
015106104	HMNTS	lsidyv3897fd94
015106105	HMNTS	lsidyv388413a0
015106107	HMNTS	lsidyv38937649
015106108	HMNTS	lsidyv3892df14
015106109	HMNTS	lsidyv38961c7c
015106110	HMNTS	lsidyv3897d8c4
015106111	HMNTS	lsidyv38a3a822
015106112	HMNTS	lsidyv38ce4adf
015106113	HMNTS	lsidyv38a6a3b4
015106114	HMNTS	lsidyv38d04c87
015106115	HMNTS	lsidyv3897c0cf
015106116	HMNTS	lsidyv3896857f
015106117	HMNTS	lsidyv388c6eba
015106118	HMNTS	lsidyv388e9f3d
015106119	HMNTS	lsidyv388f6854
015106120	HMNTS	lsidyv388fe261
015106121	HMNTS	lsidyv38918d76
015106122	HMNTS	lsidyv3889f738
015106123	HMNTS	lsidyv38a63b17
015106124	HMNTS	lsidyv3e5295af
015106125	HMNTS	lsidyv38a86635
015106126	HMNTS	lsidyv38a7e25c
015106127	HMNTS	lsidyv38940ed1
015106128	HMNTS	lsidyv3882dad0
015106129	HMNTS	lsidyv388292af
015106131	HMNTS	lsidyv3897ef94
015106132	HMNTS	lsidyv38953eee
015106133	HMNTS	lsidyv3896bc4d
015106134	HMNTS	lsidyv3894688b
015106135	HMNTS	lsidyv3887b1af
015106136	HMNTS	lsidyv388f0c42
015106137	HMNTS	lsidyv388a5052
015106138	HMNTS	lsidyv388f4ba8
015106139	HMNTS	lsidyv38831bf3
015106140	HMNTS	lsidyv3889cba5
015106141	HMNTS	lsidyv388a86e6
015106142	HMNTS	lsidyv3882de99
015106143	HMNTS	lsidyv388ca2d0
015106144	HMNTS	lsidyv3883bb2d
015106145	HMNTS	lsidyv388c6fe3
015106146	HMNTS	lsidyv3896a3f5
015106147	HMNTS	lsidyv388f3ea1
015106148	HMNTS	lsidyv388ef4be
015106149	HMNTS	lsidyv38c2936c
015106150	HMNTS	lsidyv38ac3cb5
015106151	HMNTS	lsidyv3893f5cd
015106152	HMNTS	lsidyv3893feee
015106153	HMNTS	lsidyv38ae6fc5
015106154	HMNTS	lsidyv388c85d5
015106155	HMNTS	lsidyv3896ebbc
015106156	HMNTS	lsidyv389295ad
015106157	HMNTS	lsidyv38976920
015106158	HMNTS	lsidyv3e518a1d
015106159	HMNTS	lsidyv388308cb
015106160	HMNTS	lsidyv38c432cf
015106161	HMNTS	lsidyv38ae0041
015106162	HMNTS	lsidyv388c7205
015106163	HMNTS	lsidyv3893eab2
015106164	HMNTS	lsidyv38971fb8
015106165	HMNTS	lsidyv3896c082
015106166	HMNTS	lsidyv38968978
015106167	HMNTS	lsidyv3897c56d
015106168	HMNTS	lsidyv38acf251
015106169	HMNTS	lsidyv38826e42
015106170	HMNTS	lsidyv38849fe6
015106171	HMNTS	lsidyv38939084
015106172	HMNTS	lsidyv38a495a3
015106173	HMNTS	lsidyv3895b6e5
015106174	HMNTS	lsidyv388c5287
015106175	HMNTS	lsidyv3884dec5
015106177	HMNTS	lsidyv3896607e
015106178	HMNTS	lsidyv38967538
015106179	HMNTS	lsidyv3891a386
015106180	HMNTS	lsidyv388c53a6
015106181	HMNTS	lsidyv38907c3c
015106182	HMNTS	lsidyv3890da34
015106183	HMNTS	lsidyv38ad116c
015106184	HMNTS	lsidyv3890fe8d
015106185	HMNTS	lsidyv3890510e
015106186	HMNTS	lsidyv3892828f
015106187	HMNTS	lsidyv3890cd8d
015106188	HMNTS	lsidyv38907123
015106189	HMNTS	lsidyv3890c298
015106190	HMNTS	lsidyv38a5c917
015106191	HMNTS	lsidyv38979c5f
015106192	HMNTS	lsidyv3886a1a7
015106193	HMNTS	lsidyv38a88321
015106194	HMNTS	lsidyv38a7d075
015106195	HMNTS	lsidyv38a770fc
015106196	HMNTS	lsidyv38840d07
015106197	HMNTS	lsidyv38ac4b6a
015106198	HMNTS	lsidyv38aba243
015106199	HMNTS	lsidyv38913125
015106200	HMNTS	lsidyv38bcc3ba
015106201	HMNTS	lsidyv388504f2
015106202	HMNTS	lsidyv38979806
015106203	HMNTS	lsidyv3897a154
015106204	HMNTS	lsidyv38970840
015106205	HMNTS	lsidyv38adf63c
015106206	HMNTS	lsidyv38ad824b
015106207	HMNTS	lsidyv38a782ef
015106208	HMNTS	lsidyv3892ae36
015106209	HMNTS	lsidyv38a474ad
015106210	HMNTS	lsidyv3896fa1e
014939570	HMNTS	lsidyv386b6559
014939571	HMNTS	lsidyv386422af
014939573	HMNTS	lsidyv38584693
014939577	HMNTS	lsidyv3859b331
014939579	HMNTS	lsidyv3865a81f
014939580	HMNTS	lsidyv38753da7
014939581	HMNTS	lsidyv3868f3cf
014939582	HMNTS	lsidyv386310c8
014939583	HMNTS	lsidyv38732294
014939584	HMNTS	lsidyv38749916
014939585	HMNTS	lsidyv38621e10
014939588	HMNTS	lsidyv386863ed
014939589	HMNTS	lsidyv387df42a
014939590	HMNTS	lsidyv386c888c
014939591	HMNTS	lsidyv386f969e
014939592	HMNTS	lsidyv386f301b
014939593	HMNTS	lsidyv386a9e8c
014939594	HMNTS	lsidyv386aa677
014939595	HMNTS	lsidyv387e775d
014939596	HMNTS	lsidyv38c276e7
014939598	HMNTS	lsidyv38669e01
014939599	HMNTS	lsidyv385bc0b9
014939600	HMNTS	lsidyv38581a76
014939601	HMNTS	lsidyv387dc8e0
014939602	HMNTS	lsidyv387f41e8
014939604	HMNTS	lsidyv38659026
014939605	HMNTS	lsidyv38648076
014939606	HMNTS	lsidyv3858cdcd
014939607	HMNTS	lsidyv3857e9f1
014939608	HMNTS	lsidyv38692973
014939609	HMNTS	lsidyv38684146
014939611	HMNTS	lsidyv386895f1
014939613	HMNTS	lsidyv3884ec6f
014939614	HMNTS	lsidyv386fc20d
014939615	HMNTS	lsidyv3881c90c
014939616	HMNTS	lsidyv3865caed
014939618	HMNTS	lsidyv3863056d
014939619	HMNTS	lsidyv3881a513
014939621	HMNTS	lsidyv3868efa4
014939623	HMNTS	lsidyv38612ac6
014939624	HMNTS	lsidyv386468b6
014939625	HMNTS	lsidyv38612d36
014939627	HMNTS	lsidyv38715e3f
014939628	HMNTS	lsidyv3865a1d9
014939629	HMNTS	lsidyv385bbc40
014939630	HMNTS	lsidyv38646b17
014939631	HMNTS	lsidyv3863b0b9
014939632	HMNTS	lsidyv386c3e58
014939636	HMNTS	lsidyv3865a999
014939639	HMNTS	lsidyv388394df
014939643	HMNTS	lsidyv387eab9b
014939645	HMNTS	lsidyv385acf85
014939646	HMNTS	lsidyv386a7eff
014939647	HMNTS	lsidyv3e4b88a0
014939648	HMNTS	lsidyv3e492fce
014939649	HMNTS	lsidyv386638f0
014939650	HMNTS	lsidyv38592813
014939651	HMNTS	lsidyv38668853
014939652	HMNTS	lsidyv3867acad
014939653	HMNTS	lsidyv3869f09e
014939654	HMNTS	lsidyv385dc3e5
014939655	HMNTS	lsidyv3859ccc7
014939656	HMNTS	lsidyv3867738a
014939657	HMNTS	lsidyv385967c8
014939658	HMNTS	lsidyv385ba015
014939659	HMNTS	lsidyv38597f14
014939660	HMNTS	lsidyv3865d32e
014939661	HMNTS	lsidyv385a28b9
014939662	HMNTS	lsidyv3e42d974
014939663	HMNTS	lsidyv3e441d0f
014939664	HMNTS	lsidyv3868a634
014939668	HMNTS	lsidyv388577b6
014939669	HMNTS	lsidyv38637eef
014939673	HMNTS	lsidyv3865ac4f
014939674	HMNTS	lsidyv38840266
014939675	HMNTS	lsidyv3880d249
014939676	HMNTS	lsidyv387247b5
014939677	HMNTS	lsidyv388173a3
014939679	HMNTS	lsidyv38658fbd
014939680	HMNTS	lsidyv38695653
014939681	HMNTS	lsidyv387198ae
014939682	HMNTS	lsidyv38687b33
014939683	HMNTS	lsidyv38698318
014939684	HMNTS	lsidyv3867b1d8
014939685	HMNTS	lsidyv387008f3
014939687	HMNTS	lsidyv38641eba
014939688	HMNTS	lsidyv386445d9
014939689	HMNTS	lsidyv387244ac
014939690	HMNTS	lsidyv3862f776
014939692	HMNTS	lsidyv385cf655
014939693	HMNTS	lsidyv38809e12
014939694	HMNTS	lsidyv3865a8dc
014939695	HMNTS	lsidyv385ad6f3
014939696	HMNTS	lsidyv386465d2
014939697	HMNTS	lsidyv386323d3
014939698	HMNTS	lsidyv38574d86
014939699	HMNTS	lsidyv3866a4d4
014939700	HMNTS	lsidyv3862fb99
014939701	HMNTS	lsidyv38ccf996
014939702	HMNTS	lsidyv387fd260
014939703	HMNTS	lsidyv387fc777
014939704	HMNTS	lsidyv3e4c8a27
014939705	HMNTS	lsidyv38855b5e
014939706	HMNTS	lsidyv3880765f
014939707	HMNTS	lsidyv3862f96e
014939710	HMNTS	lsidyv386de6fc
014939711	HMNTS	lsidyv3e497d91
014939713	HMNTS	lsidyv3869a4c4
014939715	HMNTS	lsidyv3881ee34
014939716	HMNTS	lsidyv38703672
014939719	HMNTS	lsidyv386b4179
014939720	HMNTS	lsidyv3871efe4
014939722	HMNTS	lsidyv385de72b
014939723	HMNTS	lsidyv385aa9c7
014939724	HMNTS	lsidyv3865ad18
014939725	HMNTS	lsidyv3858d580
014939726	HMNTS	lsidyv38720aa4
014939727	HMNTS	lsidyv3860f72a
014939728	HMNTS	lsidyv386eb1fb
014939730	HMNTS	lsidyv3873af9f
014939731	HMNTS	lsidyv38690581
014939732	HMNTS	lsidyv3866d2fb
014939733	HMNTS	lsidyv38805e72
014939734	HMNTS	lsidyv3859bc0f
014939735	HMNTS	lsidyv38612e8c
014939736	HMNTS	lsidyv386883d4
014939737	HMNTS	lsidyv387fbf16
014939738	HMNTS	lsidyv3867b6eb
014939739	HMNTS	lsidyv385cc4ef
014939741	HMNTS	lsidyv385be67e
014939742	HMNTS	lsidyv38628cf6
014939743	HMNTS	lsidyv3863f440
014939744	HMNTS	lsidyv387d90ec
014939745	HMNTS	lsidyv387da7ba
014939746	HMNTS	lsidyv387ed2e8
014939747	HMNTS	lsidyv38a5ac6a
014939749	HMNTS	lsidyv38625843
014939750	HMNTS	lsidyv386587a0
014939752	HMNTS	lsidyv3869319a
014939753	HMNTS	lsidyv2b099a79
014939754	HMNTS	lsidyv38573cf4
014939755	HMNTS	lsidyv386b97c1
014939756	HMNTS	lsidyv385cbb5e
014939757	HMNTS	lsidyv38975e1d
014939758	HMNTS	lsidyv38754620
014939760	HMNTS	lsidyv3863df51
014939761	HMNTS	lsidyv38658cc5
014939762	HMNTS	lsidyv3e430d8e
014939763	HMNTS	lsidyv3859ef82
014939764	HMNTS	lsidyv3856dd7c
014939766	HMNTS	lsidyv38683537
014939769	HMNTS	lsidyv3865a33b
014939770	HMNTS	lsidyv38611978
014939771	HMNTS	lsidyv386972fb
014939772	HMNTS	lsidyv3863dbb8
014939773	HMNTS	lsidyv38668809
014939774	HMNTS	lsidyv3867cd6c
014939775	HMNTS	lsidyv38631e76
014939776	HMNTS	lsidyv385bf81b
014939777	HMNTS	lsidyv38582c16
014939778	HMNTS	lsidyv38599740
014939779	HMNTS	lsidyv38612e5f
014939782	HMNTS	lsidyv386417e8
014939783	HMNTS	lsidyv3864111f
014939784	HMNTS	lsidyv387dbc17
014939785	HMNTS	lsidyv38811b9e
014939786	HMNTS	lsidyv385c3e9f
014939789	HMNTS	lsidyv3865837a
014939790	HMNTS	lsidyv38599ff9
